Date,Open,High,Low,Close,Adj Close,Volume
2018-12-17,1340.000000,1344.949951,1330.000000,1335.849976,1309.702515,665295
2018-12-18,1338.449951,1361.000000,1327.550049,1355.699951,1329.164063,1581385
2018-12-19,1370.000000,1406.800049,1370.000000,1400.250000,1372.842041,3334213
2018-12-20,1389.900024,1431.550049,1389.050049,1425.800049,1397.891968,2578234
2018-12-21,1433.900024,1433.900024,1382.300049,1388.199951,1361.027954,2098064
2018-12-24,1388.000000,1388.949951,1351.099976,1357.050049,1330.487671,1649577
2018-12-26,1367.949951,1374.900024,1347.400024,1363.000000,1336.321167,1790087
2018-12-27,1360.050049,1384.750000,1354.300049,1372.500000,1345.635132,2174090
2018-12-28,1383.000000,1383.000000,1359.000000,1366.000000,1339.262451,1705033
2018-12-31,1375.000000,1378.000000,1367.300049,1373.050049,1346.174561,698593
2019-01-01,1373.199951,1379.699951,1358.599976,1371.550049,1344.703857,664707
2019-01-02,1367.000000,1386.849976,1361.599976,1383.300049,1356.223877,1233780
2019-01-03,1381.800049,1393.849976,1378.000000,1388.300049,1361.125854,1636293
2019-01-04,1388.000000,1401.400024,1381.400024,1385.849976,1358.723999,1202397
2019-01-07,1386.000000,1405.400024,1383.750000,1396.000000,1368.675293,1074373
2019-01-08,1401.000000,1412.699951,1395.500000,1401.250000,1373.822388,1232440
2019-01-09,1402.500000,1414.000000,1397.150024,1402.000000,1374.557739,973687
2019-01-10,1390.000000,1400.000000,1388.650024,1396.349976,1369.018311,1004783
2019-01-11,1399.750000,1406.199951,1392.400024,1403.650024,1376.175415,473391
2019-01-14,1404.000000,1410.599976,1385.449951,1388.599976,1361.420044,1360800
2019-01-15,1388.599976,1414.449951,1388.599976,1405.949951,1378.430298,1355920
2019-01-16,1410.000000,1412.949951,1387.699951,1389.750000,1362.547485,1189597
2019-01-17,1390.000000,1398.500000,1383.800049,1389.599976,1362.400513,853829
2019-01-18,1391.000000,1404.750000,1383.000000,1400.449951,1373.037964,1092189
2019-01-21,1395.199951,1424.800049,1395.199951,1422.099976,1394.264282,2513582
2019-01-22,1423.900024,1432.050049,1375.250000,1406.949951,1379.410889,5483768
2019-01-23,1429.000000,1429.449951,1390.000000,1396.550049,1369.214478,2702265
2019-01-24,1400.000000,1413.500000,1396.500000,1401.849976,1374.410645,1562800
2019-01-25,1408.400024,1413.699951,1353.300049,1372.150024,1345.291992,1613548
2019-01-28,1375.000000,1391.000000,1366.849976,1379.500000,1352.498169,1590764
2019-01-29,1377.000000,1400.000000,1373.199951,1393.300049,1366.027954,1061762
2019-01-30,1394.000000,1416.800049,1372.099976,1390.400024,1363.184814,1313152
2019-01-31,1400.000000,1415.000000,1391.050049,1412.599976,1384.950073,1256050
2019-02-01,1412.400024,1469.650024,1408.199951,1457.199951,1428.677246,2077539
2019-02-04,1444.000000,1452.800049,1434.000000,1446.349976,1418.039673,735159
2019-02-05,1444.949951,1466.900024,1443.099976,1450.349976,1421.961304,786962
2019-02-06,1457.849976,1476.199951,1452.300049,1469.400024,1440.638550,1088914
2019-02-07,1467.050049,1476.800049,1457.000000,1472.449951,1443.628662,697412
2019-02-08,1468.000000,1480.000000,1445.000000,1448.800049,1420.441650,1018518
2019-02-11,1447.900024,1457.300049,1427.000000,1437.099976,1408.970825,728051
2019-02-12,1438.500000,1456.900024,1435.250000,1452.099976,1423.677246,947583
2019-02-14,1417.650024,1423.150024,1396.500000,1399.199951,1371.812500,915441
2019-02-15,1400.800049,1404.949951,1372.099976,1393.599976,1366.322021,1113223
2019-02-18,1401.699951,1401.699951,1345.000000,1380.050049,1353.037476,1460282
2019-02-19,1372.050049,1396.949951,1371.000000,1377.849976,1350.880493,697530
2019-02-20,1380.000000,1398.800049,1376.000000,1396.900024,1369.557495,843469
2019-02-21,1399.000000,1407.849976,1390.300049,1397.800049,1370.439941,677142
2019-02-22,1399.000000,1407.750000,1384.199951,1397.800049,1370.439941,801380
2019-02-25,1399.949951,1405.800049,1391.349976,1398.250000,1370.881104,711217
2019-02-26,1396.900024,1407.000000,1378.599976,1402.000000,1374.557739,1147218
2019-02-27,1404.000000,1430.849976,1395.000000,1405.699951,1378.185059,1462017
2019-02-28,1414.800049,1415.000000,1401.449951,1405.199951,1377.695068,1230935
2019-03-01,1409.000000,1417.949951,1388.099976,1392.349976,1365.096558,783876
2019-03-05,1393.500000,1409.750000,1382.699951,1403.849976,1376.371582,1214257
2019-03-06,1408.000000,1410.000000,1386.550049,1393.699951,1366.420288,720335
2019-03-07,1398.599976,1405.500000,1392.000000,1395.449951,1368.135986,746742
2019-03-08,1393.750000,1394.650024,1380.000000,1382.349976,1355.292480,524331
2019-03-11,1389.199951,1423.000000,1385.000000,1419.800049,1392.009399,1342007
2019-03-12,1422.000000,1445.349976,1421.199951,1428.099976,1400.146973,1333909
2019-03-13,1439.400024,1439.400024,1417.000000,1428.300049,1400.343140,708227
2019-03-14,1437.599976,1446.949951,1420.000000,1434.750000,1406.666626,1113700
2019-03-15,1434.000000,1457.000000,1428.650024,1432.550049,1404.509888,1667627
2019-03-18,1446.000000,1460.599976,1436.599976,1445.599976,1417.304321,1148000
2019-03-19,1442.000000,1459.849976,1440.000000,1453.900024,1425.441895,886660
2019-03-20,1462.000000,1466.000000,1448.500000,1456.150024,1427.647705,764625
2019-03-22,1459.000000,1479.900024,1452.599976,1471.250000,1442.452148,1380404
2019-03-25,1465.099976,1475.599976,1451.500000,1457.550049,1429.020508,848078
2019-03-26,1460.500000,1492.250000,1460.500000,1485.050049,1455.982178,1630147
2019-03-27,1494.000000,1496.949951,1463.500000,1472.050049,1443.236572,1387002
2019-03-28,1473.500000,1508.949951,1473.500000,1497.000000,1467.698120,1353947
2019-04-01,1496.750000,1504.000000,1490.000000,1492.750000,1463.531372,707570
2019-04-02,1493.000000,1523.449951,1484.550049,1519.300049,1489.561768,1326634
2019-04-03,1521.250000,1529.849976,1493.000000,1497.599976,1468.286377,1606692
2019-04-04,1504.800049,1525.000000,1503.000000,1519.000000,1489.267700,1409222
2019-04-05,1520.000000,1523.650024,1503.000000,1514.449951,1484.806763,1129222
2019-04-08,1514.000000,1514.000000,1486.000000,1496.349976,1467.060913,925518
2019-04-09,1464.699951,1474.900024,1437.199951,1444.849976,1416.569092,2642226
2019-04-10,1449.800049,1451.000000,1405.349976,1409.849976,1382.254028,2608319
2019-04-11,1409.699951,1431.949951,1408.000000,1423.150024,1395.293823,1494450
2019-04-12,1432.750000,1444.800049,1425.800049,1438.650024,1410.490479,1510649
2019-04-15,1447.949951,1451.449951,1427.000000,1431.550049,1403.529541,791389
2019-04-16,1442.750000,1464.900024,1440.250000,1459.000000,1430.442017,1463057
2019-04-18,1464.000000,1479.900024,1460.300049,1469.599976,1440.834473,1425676
2019-04-22,1459.949951,1459.949951,1435.000000,1443.349976,1415.098267,737603
2019-04-23,1449.000000,1454.900024,1425.900024,1431.000000,1402.989990,601653
2019-04-24,1436.000000,1459.400024,1431.000000,1450.050049,1421.667114,1154712
2019-04-25,1450.000000,1460.000000,1438.099976,1447.949951,1419.608276,1161847
2019-04-26,1450.000000,1459.349976,1436.000000,1448.750000,1420.392822,704193
2019-04-30,1456.000000,1477.000000,1455.300049,1463.150024,1434.510986,1525776
2019-05-02,1465.000000,1472.900024,1430.099976,1436.599976,1408.480591,774788
2019-05-03,1443.800049,1456.000000,1432.199951,1438.550049,1410.392334,1020007
2019-05-06,1434.949951,1448.599976,1408.550049,1412.800049,1385.146362,1161960
2019-05-07,1426.800049,1426.800049,1376.349976,1387.800049,1360.635742,2863939
2019-05-08,1382.000000,1395.000000,1362.599976,1385.699951,1358.576782,1414591
2019-05-09,1384.949951,1393.650024,1346.550049,1354.199951,1327.693237,2628463
2019-05-10,1314.099976,1350.000000,1314.099976,1341.050049,1314.800781,3476379
2019-05-13,1341.050049,1345.250000,1323.650024,1332.500000,1306.417969,862130
2019-05-14,1330.000000,1334.750000,1302.099976,1320.250000,1294.407959,2167873
2019-05-15,1326.000000,1329.000000,1301.699951,1305.949951,1280.387695,996276
2019-05-16,1312.000000,1314.000000,1295.849976,1304.400024,1278.868042,726485
2019-05-17,1305.000000,1330.750000,1301.000000,1320.000000,1294.162964,860934
2019-05-20,1340.000000,1378.400024,1335.000000,1373.949951,1347.056763,976630
2019-05-21,1384.000000,1384.000000,1352.699951,1357.750000,1331.173950,1166297
2019-05-22,1360.500000,1373.750000,1348.050049,1368.449951,1341.664307,840075
2019-05-23,1389.000000,1389.000000,1357.699951,1367.750000,1340.978149,1527569
2019-05-24,1392.000000,1400.449951,1376.150024,1384.500000,1357.400146,980933
2019-05-27,1386.900024,1390.699951,1362.699951,1366.849976,1340.095703,782730
2019-05-28,1369.949951,1388.849976,1360.000000,1364.349976,1337.644653,1562891
2019-05-29,1360.800049,1366.949951,1347.099976,1358.250000,1331.663940,582768
2019-05-30,1365.000000,1392.000000,1353.900024,1374.599976,1347.694092,1032259
2019-05-31,1381.000000,1428.000000,1381.000000,1407.300049,1379.754028,2559888
2019-06-03,1431.949951,1464.949951,1430.000000,1459.250000,1430.687134,2867897
2019-06-04,1455.000000,1455.000000,1417.050049,1421.500000,1393.676147,1493226
2019-06-06,1434.949951,1461.849976,1424.900024,1428.550049,1400.588013,1985857
2019-06-07,1429.000000,1439.849976,1413.050049,1418.349976,1390.587646,878470
2019-06-10,1429.000000,1442.000000,1418.500000,1422.599976,1394.754395,800967
2019-06-11,1428.000000,1433.349976,1409.500000,1425.500000,1397.597778,743047
2019-06-12,1429.949951,1439.900024,1421.000000,1425.449951,1397.548706,874293
2019-06-13,1429.000000,1438.900024,1422.199951,1429.449951,1409.032349,1572720
2019-06-14,1430.000000,1431.750000,1411.000000,1412.750000,1392.570923,546091
2019-06-17,1417.000000,1425.000000,1398.900024,1401.949951,1381.925049,962166
2019-06-18,1405.000000,1410.400024,1376.050049,1380.050049,1360.338013,1177437
2019-06-19,1382.000000,1396.400024,1372.000000,1381.150024,1361.422363,692212
2019-06-20,1365.550049,1404.900024,1360.699951,1392.050049,1372.166626,991210
2019-06-21,1379.949951,1394.650024,1372.000000,1383.000000,1363.245850,1242165
2019-06-24,1386.000000,1398.000000,1368.250000,1376.150024,1356.493774,757055
2019-06-25,1371.000000,1372.449951,1360.349976,1363.099976,1343.630249,1388994
2019-06-26,1360.000000,1369.550049,1352.000000,1359.949951,1340.525146,960174
2019-06-27,1361.099976,1369.650024,1358.150024,1361.400024,1341.954346,2113899
2019-06-28,1365.000000,1371.900024,1350.099976,1358.150024,1338.750732,1131371
2019-07-01,1368.000000,1374.500000,1351.050049,1353.849976,1334.512085,739182
2019-07-02,1356.000000,1360.000000,1340.699951,1345.750000,1326.527832,1171118
2019-07-03,1356.050049,1371.000000,1349.500000,1352.000000,1332.688477,1378288
2019-07-04,1356.000000,1366.349976,1351.150024,1359.699951,1340.278687,902077
2019-07-05,1363.900024,1373.449951,1351.449951,1358.699951,1339.292847,966162
2019-07-08,1358.000000,1358.400024,1332.699951,1340.250000,1321.106445,866416
2019-07-09,1344.900024,1344.900024,1291.250000,1321.000000,1302.131470,2037332
2019-07-10,1317.800049,1340.349976,1312.050049,1322.949951,1304.053711,1115080
2019-07-11,1317.000000,1337.000000,1311.050049,1332.449951,1313.417725,757323
2019-07-12,1332.449951,1369.550049,1325.449951,1361.949951,1342.496460,1050985
2019-07-15,1362.849976,1367.000000,1347.050049,1353.150024,1333.822144,666533
2019-07-16,1352.000000,1375.000000,1345.000000,1372.300049,1352.698730,782642
2019-07-17,1377.000000,1404.849976,1375.500000,1395.900024,1375.961548,1599926
2019-07-18,1395.000000,1395.349976,1377.199951,1384.949951,1365.167847,802222
2019-07-19,1390.099976,1399.400024,1365.000000,1369.099976,1349.544434,842552
2019-07-22,1367.800049,1410.000000,1359.050049,1404.199951,1384.142822,1279369
2019-07-23,1409.000000,1443.949951,1401.849976,1429.349976,1408.933716,2262423
2019-07-24,1430.500000,1493.500000,1395.150024,1483.400024,1462.211670,7400250
2019-07-25,1481.300049,1503.849976,1459.050049,1495.849976,1474.484009,4194809
2019-07-26,1488.099976,1530.800049,1485.599976,1526.449951,1504.646973,2420636
2019-07-29,1524.900024,1538.250000,1506.599976,1513.250000,1491.635498,1634196
2019-07-30,1511.099976,1527.000000,1502.699951,1508.750000,1487.199585,1436383
2019-07-31,1507.000000,1525.000000,1495.150024,1521.099976,1499.373169,1249734
2019-08-01,1515.000000,1531.449951,1493.650024,1504.699951,1483.207397,2263295
2019-08-02,1509.000000,1550.000000,1504.500000,1545.199951,1523.128906,3044783
2019-08-05,1533.199951,1551.000000,1521.699951,1525.400024,1503.611816,1443728
2019-08-06,1530.000000,1569.849976,1524.050049,1565.849976,1543.484009,2056715
2019-08-07,1563.300049,1575.000000,1551.900024,1559.199951,1536.928955,1583322
2019-08-08,1565.750000,1569.699951,1540.300049,1565.900024,1543.533447,1579565
2019-08-09,1569.199951,1581.900024,1561.000000,1575.500000,1552.996338,1154542
2019-08-13,1573.500000,1594.000000,1568.000000,1573.349976,1550.876831,1612748
2019-08-14,1574.500000,1575.500000,1552.500000,1569.699951,1547.279053,1113095
2019-08-16,1571.000000,1600.849976,1561.000000,1597.449951,1574.632568,1682359
2019-08-19,1599.000000,1609.550049,1582.199951,1586.449951,1563.789795,1322246
2019-08-20,1585.000000,1599.500000,1582.699951,1595.150024,1572.365723,1024331
2019-08-21,1585.250000,1595.000000,1578.550049,1589.150024,1566.451172,704009
2019-08-22,1585.199951,1593.900024,1566.300049,1570.199951,1547.771851,985590
2019-08-23,1569.900024,1583.349976,1555.650024,1580.400024,1557.826294,984637
2019-08-26,1590.000000,1600.000000,1577.150024,1597.550049,1574.731201,1153556
2019-08-27,1600.000000,1607.449951,1585.500000,1599.449951,1576.604248,1581449
2019-08-28,1599.199951,1606.750000,1590.599976,1603.150024,1580.251465,565676
2019-08-29,1602.849976,1619.900024,1589.000000,1615.250000,1592.178467,861692
2019-08-30,1616.000000,1622.500000,1595.099976,1616.199951,1593.114868,1181516
2019-09-03,1608.000000,1609.599976,1573.550049,1576.750000,1554.228394,1289263
2019-09-04,1579.000000,1582.599976,1527.800049,1535.150024,1513.222656,2381389
2019-09-05,1537.000000,1545.900024,1515.250000,1519.750000,1498.042603,1506173
2019-09-06,1524.000000,1539.449951,1519.750000,1532.400024,1510.511963,801338
2019-09-09,1530.550049,1545.000000,1524.199951,1540.599976,1518.594604,812836
2019-09-11,1545.000000,1565.000000,1542.650024,1561.449951,1539.146729,1541300
2019-09-12,1570.000000,1570.000000,1537.150024,1540.300049,1518.299072,753116
2019-09-13,1540.000000,1553.150024,1528.000000,1548.199951,1526.086060,547381
2019-09-16,1510.000000,1526.949951,1502.099976,1521.300049,1499.570557,1811073
2019-09-17,1527.400024,1543.300049,1518.599976,1530.900024,1509.033447,1353034
2019-09-18,1542.150024,1560.949951,1535.000000,1547.750000,1525.642700,1057300
2019-09-19,1553.900024,1563.500000,1545.000000,1553.900024,1531.704834,879908
2019-09-20,1559.000000,1725.250000,1542.099976,1671.000000,1647.132202,3962166
2019-09-23,1697.849976,1820.000000,1697.849976,1802.750000,1777.000244,4253004
2019-09-24,1802.800049,1802.949951,1752.000000,1765.900024,1740.676514,2028042
2019-09-25,1784.000000,1784.000000,1728.250000,1751.800049,1726.778076,1794074
2019-09-26,1761.800049,1780.000000,1751.900024,1770.949951,1745.654541,1674004
2019-09-27,1770.000000,1781.400024,1735.349976,1776.300049,1750.928223,1115289
2019-09-30,1768.000000,1770.000000,1737.050049,1762.150024,1736.980225,1041807
2019-10-01,1768.949951,1799.900024,1757.000000,1766.099976,1740.873779,1317945
2019-10-03,1765.000000,1768.250000,1732.199951,1748.949951,1723.968750,1010826
2019-10-04,1753.900024,1761.699951,1717.099976,1724.400024,1699.769409,1231811
2019-10-07,1724.949951,1742.949951,1717.849976,1725.150024,1700.508789,562559
2019-10-09,1725.699951,1778.000000,1725.699951,1773.449951,1748.118774,1777552
2019-10-10,1765.000000,1793.000000,1756.500000,1778.599976,1753.195190,1599166
2019-10-11,1787.599976,1801.800049,1764.050049,1790.250000,1764.678833,1442236
2019-10-14,1790.000000,1806.300049,1784.699951,1798.699951,1773.008057,881724
2019-10-15,1807.699951,1825.000000,1796.000000,1803.099976,1777.345459,1204392
2019-10-16,1808.500000,1814.000000,1756.550049,1765.699951,1740.479492,1403020
2019-10-17,1772.000000,1816.650024,1756.000000,1812.300049,1786.413940,1722055
2019-10-18,1815.000000,1824.449951,1786.699951,1816.750000,1790.800415,1682488
2019-10-22,1822.699951,1825.000000,1775.000000,1780.199951,1754.772461,2135313
2019-10-23,1762.400024,1800.000000,1762.000000,1767.400024,1742.155273,3369253
2019-10-24,1778.000000,1794.949951,1753.050049,1790.500000,1764.925171,1497854
2019-10-25,1797.000000,1808.400024,1785.050049,1796.300049,1770.642578,1202154
2019-10-27,1802.000000,1807.550049,1788.099976,1792.599976,1766.995239,124919
2019-10-29,1792.099976,1820.000000,1772.550049,1814.250000,1788.336182,1050123
2019-10-30,1830.000000,1830.000000,1804.000000,1821.300049,1798.606567,1133258
2019-10-31,1826.300049,1834.800049,1803.500000,1809.599976,1787.052124,1297114
2019-11-01,1816.000000,1821.000000,1762.000000,1766.349976,1744.341187,1527660
2019-11-04,1775.000000,1790.000000,1766.199951,1785.900024,1763.647583,821893
2019-11-05,1780.000000,1797.800049,1767.599976,1793.849976,1771.498413,1251974
2019-11-06,1789.000000,1815.000000,1780.599976,1797.599976,1775.201782,1136777
2019-11-07,1810.000000,1830.900024,1798.199951,1826.949951,1804.185913,1380635
2019-11-08,1826.000000,1826.800049,1790.800049,1794.849976,1772.485962,1077136
2019-11-11,1789.949951,1793.949951,1768.000000,1773.949951,1751.846558,860384
2019-11-13,1773.750000,1787.000000,1756.699951,1770.449951,1748.389893,983760
2019-11-14,1778.000000,1800.000000,1766.449951,1771.849976,1749.772583,1116800
2019-11-15,1780.849976,1784.000000,1756.300049,1760.699951,1738.761475,729613
2019-11-18,1760.699951,1765.449951,1734.500000,1739.000000,1717.331909,1273055
2019-11-19,1747.949951,1748.000000,1718.500000,1721.349976,1699.901978,1187377
2019-11-20,1729.900024,1748.849976,1715.449951,1723.500000,1702.024902,1374382
2019-11-21,1727.900024,1734.849976,1711.000000,1720.349976,1698.914307,913095
2019-11-22,1710.000000,1713.949951,1676.000000,1682.750000,1661.782715,1275334
2019-11-25,1684.000000,1718.000000,1666.150024,1710.699951,1689.384521,1320689
